Mode,Tier,Map,Hero,Role,Win Rate (%),Pick Rate (%)
Competitive,Master,all-maps,Freja,DAMAGE,48.3,5.0
Competitive,Master,all-maps,Genji,DAMAGE,50.4,15.6
Competitive,Master,all-maps,Hanzo,DAMAGE,47.7,7.8
Competitive,Master,all-maps,Hazard,TANK,54.3,3.8
Competitive,Master,all-maps,Illari,SUPPORT,54.4,17.6
Competitive,Master,all-maps,Jetpack Cat,SUPPORT,48.2,5.3
Competitive,Master,all-maps,Junker Queen,TANK,50.1,2.0
Competitive,Master,all-maps,Junkrat,DAMAGE,43.4,2.6
Competitive,Master,all-maps,Juno,SUPPORT,50.0,2.6
Competitive,Master,all-maps,Kiriko,SUPPORT,48.5,40.4
Competitive,Master,all-maps,Lifeweaver,SUPPORT,36.2,2.7
Competitive,Master,all-maps,Lúcio,SUPPORT,45.3,5.2
Competitive,Master,all-maps,Mauga,TANK,47.4,2.6
Competitive,Master,all-maps,Mei,DAMAGE,48.7,4.4
Competitive,Master,all-maps,Mercy,SUPPORT,48.4,5.2
Competitive,Master,all-maps,Mizuki,SUPPORT,51.7,13.8
Competitive,Master,all-maps,Moira,SUPPORT,47.9,7.2
Competitive,Master,all-maps,Orisa,TANK,45.3,5.3
Competitive,Master,all-maps,Pharah,DAMAGE,55.0,4.9
Competitive,Master,all-maps,Ramattra,TANK,46.5,2.7
Competitive,Master,all-maps,Reaper,DAMAGE,50.9,8.0
Competitive,Master,all-maps,Reinhardt,TANK,40.7,5.1
Competitive,Master,all-maps,Roadhog,TANK,46.3,7.2
Competitive,Master,all-maps,Sigma,TANK,53.8,13.7
Competitive,Master,all-maps,Sojourn,DAMAGE,47.1,17.3
Competitive,Master,all-maps,Soldier: 76,DAMAGE,48.3,7.9
Competitive,Master,all-maps,Sombra,DAMAGE,45.9,4.4
Competitive,Master,all-maps,Symmetra,DAMAGE,52.3,3.2
Competitive,Master,all-maps,Torbjörn,DAMAGE,45.4,3.4
Competitive,Master,all-maps,Tracer,DAMAGE,52.0,26.2
Competitive,Master,all-maps,Vendetta,DAMAGE,50.5,3.3
Competitive,Master,all-maps,Venture,DAMAGE,51.6,4.1
Competitive,Master,all-maps,Widowmaker,DAMAGE,47.3,5.4
Competitive,Master,all-maps,Winston,TANK,51.7,21.1
Competitive,Master,all-maps,Wrecking Ball,TANK,48.4,5.5
Competitive,Master,all-maps,Wuyang,SUPPORT,52.0,22.8
Competitive,Master,all-maps,Zarya,TANK,51.8,7.2
Competitive,Master,all-maps,Zenyatta,SUPPORT,48.4,10.5
Competitive,Master,ilios,Ana,SUPPORT,46.0,44.9
Competitive,Master,ilios,Anran,DAMAGE,44.3,4.3
Competitive,Master,ilios,Ashe,DAMAGE,48.8,5.8
Competitive,Master,ilios,Baptiste,SUPPORT,47.3,5.7
Competitive,Master,ilios,Bastion,DAMAGE,42.5,1.3
Competitive,Master,ilios,Brigitte,SUPPORT,50.3,9.6
Competitive,Master,ilios,Cassidy,DAMAGE,44.5,34.1
Competitive,Master,ilios,D.Va,TANK,49.0,9.5
Competitive,Master,ilios,Domina,TANK,45.2,4.2
Competitive,Master,ilios,Doomfist,TANK,47.7,8.6
Competitive,Master,ilios,Echo,DAMAGE,56.5,15.5
Competitive,Master,ilios,Emre,DAMAGE,51.5,19.6
Competitive,Master,ilios,Freja,DAMAGE,53.5,6.7
Competitive,Master,ilios,Genji,DAMAGE,53.3,16.1
Competitive,Master,ilios,Hanzo,DAMAGE,51.7,4.1
Competitive,Master,ilios,Hazard,TANK,60.8,5.4
Competitive,Master,ilios,Illari,SUPPORT,55.3,12.9
Competitive,Master,ilios,Jetpack Cat,SUPPORT,46.7,7.7
Competitive,Master,ilios,Junker Queen,TANK,40.3,1.5
Competitive,Master,ilios,Junkrat,DAMAGE,39.9,1.5
Competitive,Master,ilios,Juno,SUPPORT,53.9,2.5
Competitive,Master,ilios,Kiriko,SUPPORT,49.4,50.7
Competitive,Master,ilios,Lifeweaver,SUPPORT,42.1,2.0
Competitive,Master,ilios,Lúcio,SUPPORT,51.1,9.6
Competitive,Master,ilios,Mauga,TANK,45.0,3.0
Competitive,Master,ilios,Mei,DAMAGE,48.5,2.6
Competitive,Master,ilios,Mercy,SUPPORT,52.5,5.2
Competitive,Master,ilios,Mizuki,SUPPORT,55.5,16.7
Competitive,Master,ilios,Moira,SUPPORT,44.8,9.1
Competitive,Master,ilios,Orisa,TANK,49.1,4.7
Competitive,Master,ilios,Pharah,DAMAGE,53.2,5.8
Competitive,Master,ilios,Ramattra,TANK,48.1,0.8
Competitive,Master,ilios,Reaper,DAMAGE,50.2,10.6
Competitive,Master,ilios,Reinhardt,TANK,35.2,2.6
Competitive,Master,ilios,Roadhog,TANK,51.9,10.7
Competitive,Master,ilios,Sigma,TANK,52.2,6.0
Competitive,Master,ilios,Sojourn,DAMAGE,49.8,8.9
Competitive,Master,ilios,Soldier: 76,DAMAGE,42.1,5.2
Competitive,Master,ilios,Sombra,DAMAGE,47.7,5.3
Competitive,Master,ilios,Symmetra,DAMAGE,58.3,3.8
Competitive,Master,ilios,Torbjörn,DAMAGE,47.3,2.8
Competitive,Master,ilios,Tracer,DAMAGE,51.9,33.8
Competitive,Master,ilios,Vendetta,DAMAGE,48.8,3.5
Competitive,Master,ilios,Venture,DAMAGE,48.8,4.0
Competitive,Master,ilios,Widowmaker,DAMAGE,42.6,4.7
Competitive,Master,ilios,Winston,TANK,51.7,32.2
Competitive,Master,ilios,Wrecking Ball,TANK,44.6,7.1
Competitive,Master,ilios,Wuyang,SUPPORT,50.9,18.5
Competitive,Master,ilios,Zarya,TANK,58.3,3.8
Competitive,Master,ilios,Zenyatta,SUPPORT,48.8,5.0
Competitive,Master,nepal,Ana,SUPPORT,49.6,47.3
Competitive,Master,nepal,Anran,DAMAGE,47.4,4.7
Competitive,Master,nepal,Ashe,DAMAGE,50.4,5.6
Competitive,Master,nepal,Baptiste,SUPPORT,48.6,6.8
Competitive,Master,nepal,Bastion,DAMAGE,39.5,2.0
Competitive,Master,nepal,Brigitte,SUPPORT,51.1,7.3
Competitive,Master,nepal,Cassidy,DAMAGE,46.2,31.7
Competitive,Master,nepal,D.Va,TANK,48.2,5.7
Competitive,Master,nepal,Domina,TANK,55.7,7.3
Competitive,Master,nepal,Doomfist,TANK,42.5,12.1
Competitive,Master,nepal,Echo,DAMAGE,54.0,9.1
Competitive,Master,nepal,Emre,DAMAGE,55.1,22.8
Competitive,Master,nepal,Freja,DAMAGE,50.5,2.9
Competitive,Master,nepal,Genji,DAMAGE,48.5,15.5
Competitive,Master,nepal,Hanzo,DAMAGE,48.5,4.9
Competitive,Master,nepal,Hazard,TANK,50.7,3.8
Competitive,Master,nepal,Illari,SUPPORT,53.0,13.9
Competitive,Master,nepal,Jetpack Cat,SUPPORT,51.4,5.9
Competitive,Master,nepal,Junker Queen,TANK,56.9,2.2
Competitive,Master,nepal,Junkrat,DAMAGE,48.8,2.6
Competitive,Master,nepal,Juno,SUPPORT,55.4,2.8
Competitive,Master,nepal,Kiriko,SUPPORT,50.0,43.3
Competitive,Master,nepal,Lifeweaver,SUPPORT,38.5,2.4
Competitive,Master,nepal,Lúcio,SUPPORT,44.0,6.7
Competitive,Master,nepal,Mauga,TANK,53.8,3.0
Competitive,Master,nepal,Mei,DAMAGE,50.7,4.6
Competitive,Master,nepal,Mercy,SUPPORT,50.3,3.7
Competitive,Master,nepal,Mizuki,SUPPORT,48.7,15.5
Competitive,Master,nepal,Moira,SUPPORT,51.9,9.2
Competitive,Master,nepal,Orisa,TANK,53.9,6.3
Competitive,Master,nepal,Pharah,DAMAGE,61.0,6.5
Competitive,Master,nepal,Ramattra,TANK,51.7,2.6
Competitive,Master,nepal,Reaper,DAMAGE,52.7,8.4
Competitive,Master,nepal,Reinhardt,TANK,43.6,5.9
Competitive,Master,nepal,Roadhog,TANK,48.6,7.5
Competitive,Master,nepal,Sigma,TANK,55.4,12.1
Competitive,Master,nepal,Sojourn,DAMAGE,47.6,19.6
Competitive,Master,nepal,Soldier: 76,DAMAGE,48.8,8.0
Competitive,Master,nepal,Sombra,DAMAGE,48.2,4.3
Competitive,Master,nepal,Symmetra,DAMAGE,59.1,5.8
Competitive,Master,nepal,Torbjörn,DAMAGE,47.2,2.7
Competitive,Master,nepal,Tracer,DAMAGE,47.5,29.3
Competitive,Master,nepal,Vendetta,DAMAGE,58.1,3.7
Competitive,Master,nepal,Venture,DAMAGE,46.3,4.1
Competitive,Master,nepal,Widowmaker,DAMAGE,31.0,1.1
Competitive,Master,nepal,Winston,TANK,48.7,16.9
Competitive,Master,nepal,Wrecking Ball,TANK,49.4,6.1
Competitive,Master,nepal,Wuyang,SUPPORT,54.3,26.5
Competitive,Master,nepal,Zarya,TANK,49.7,8.5
Competitive,Master,nepal,Zenyatta,SUPPORT,40.8,8.7
Competitive,Master,lijiang-tower,Ana,SUPPORT,47.5,43.1
Competitive,Master,lijiang-tower,Anran,DAMAGE,43.1,4.4
Competitive,Master,lijiang-tower,Ashe,DAMAGE,46.1,3.0
Competitive,Master,lijiang-tower,Baptiste,SUPPORT,46.1,7.5
Competitive,Master,lijiang-tower,Bastion,DAMAGE,53.1,2.0
Competitive,Master,lijiang-tower,Brigitte,SUPPORT,46.1,5.8
Competitive,Master,lijiang-tower,Cassidy,DAMAGE,48.0,34.5
Competitive,Master,lijiang-tower,D.Va,TANK,47.1,6.1
Competitive,Master,lijiang-tower,Domina,TANK,54.4,7.2
Competitive,Master,lijiang-tower,Doomfist,TANK,50.9,10.0
Competitive,Master,lijiang-tower,Echo,DAMAGE,52.5,9.2
Competitive,Master,lijiang-tower,Emre,DAMAGE,51.1,21.7
Competitive,Master,lijiang-tower,Freja,DAMAGE,47.0,3.3
Competitive,Master,lijiang-tower,Genji,DAMAGE,49.2,13.8
Competitive,Master,lijiang-tower,Hanzo,DAMAGE,51.0,4.6
Competitive,Master,lijiang-tower,Hazard,TANK,59.4,3.7
Competitive,Master,lijiang-tower,Illari,SUPPORT,57.4,12.2
Competitive,Master,lijiang-tower,Jetpack Cat,SUPPORT,49.0,5.5
Competitive,Master,lijiang-tower,Junker Queen,TANK,53.6,2.9
Competitive,Master,lijiang-tower,Junkrat,DAMAGE,44.6,2.7
Competitive,Master,lijiang-tower,Juno,SUPPORT,48.5,2.3
Competitive,Master,lijiang-tower,Kiriko,SUPPORT,50.1,46.6
Competitive,Master,lijiang-tower,Lifeweaver,SUPPORT,40.6,2.0
Competitive,Master,lijiang-tower,Lúcio,SUPPORT,47.9,10.3
Competitive,Master,lijiang-tower,Mauga,TANK,46.4,3.3
Competitive,Master,lijiang-tower,Mei,DAMAGE,42.3,4.7
Competitive,Master,lijiang-tower,Mercy,SUPPORT,43.3,4.2
Competitive,Master,lijiang-tower,Mizuki,SUPPORT,52.8,17.1
Competitive,Master,lijiang-tower,Moira,SUPPORT,51.5,9.6
Competitive,Master,lijiang-tower,Orisa,TANK,44.9,7.7
Competitive,Master,lijiang-tower,Pharah,DAMAGE,62.1,10.0
Competitive,Master,lijiang-tower,Ramattra,TANK,42.6,4.3
Competitive,Master,lijiang-tower,Reaper,DAMAGE,48.5,8.4
Competitive,Master,lijiang-tower,Reinhardt,TANK,48.5,7.1
Competitive,Master,lijiang-tower,Roadhog,TANK,47.4,5.7
Competitive,Master,lijiang-tower,Sigma,TANK,53.0,8.4
Competitive,Master,lijiang-tower,Sojourn,DAMAGE,51.1,19.0
Competitive,Master,lijiang-tower,Soldier: 76,DAMAGE,49.1,5.9
Competitive,Master,lijiang-tower,Sombra,DAMAGE,45.1,3.7
Competitive,Master,lijiang-tower,Symmetra,DAMAGE,55.9,5.9
Competitive,Master,lijiang-tower,Torbjörn,DAMAGE,50.3,2.7
Competitive,Master,lijiang-tower,Tracer,DAMAGE,49.1,31.3
Competitive,Master,lijiang-tower,Vendetta,DAMAGE,53.1,3.7
Competitive,Master,lijiang-tower,Venture,DAMAGE,52.6,4.2
Competitive,Master,lijiang-tower,Widowmaker,DAMAGE,36.1,1.3
Competitive,Master,lijiang-tower,Winston,TANK,49.3,15.6
Competitive,Master,lijiang-tower,Wrecking Ball,TANK,48.4,7.2
Competitive,Master,lijiang-tower,Wuyang,SUPPORT,50.7,25.9
Competitive,Master,lijiang-tower,Zarya,TANK,54.6,10.6
Competitive,Master,lijiang-tower,Zenyatta,SUPPORT,53.2,8.0
Competitive,Master,oasis,Ana,SUPPORT,52.2,43.5
Competitive,Master,oasis,Anran,DAMAGE,40.0,5.0
Competitive,Master,oasis,Ashe,DAMAGE,54.5,2.9
Competitive,Master,oasis,Baptiste,SUPPORT,42.6,7.3
Competitive,Master,oasis,Bastion,DAMAGE,47.4,1.8
Competitive,Master,oasis,Brigitte,SUPPORT,54.7,8.7
Competitive,Master,oasis,Cassidy,DAMAGE,52.5,39.6
Competitive,Master,oasis,D.Va,TANK,49.3,8.2
Competitive,Master,oasis,Domina,TANK,52.8,5.5
Competitive,Master,oasis,Doomfist,TANK,48.4,10.8
Competitive,Master,oasis,Echo,DAMAGE,49.9,9.4
Competitive,Master,oasis,Emre,DAMAGE,50.4,20.5
Competitive,Master,oasis,Freja,DAMAGE,45.9,2.9
Competitive,Master,oasis,Genji,DAMAGE,48.9,15.9
Competitive,Master,oasis,Hanzo,DAMAGE,48.9,3.6
Competitive,Master,oasis,Hazard,TANK,54.5,5.8
Competitive,Master,oasis,Illari,SUPPORT,56.7,13.3
Competitive,Master,oasis,Jetpack Cat,SUPPORT,50.0,5.5
Competitive,Master,oasis,Junker Queen,TANK,54.0,2.9
Competitive,Master,oasis,Junkrat,DAMAGE,46.7,2.1
Competitive,Master,oasis,Juno,SUPPORT,50.9,2.5
Competitive,Master,oasis,Kiriko,SUPPORT,46.5,48.3
Competitive,Master,oasis,Lifeweaver,SUPPORT,38.5,2.3
Competitive,Master,oasis,Lúcio,SUPPORT,43.3,7.7
Competitive,Master,oasis,Mauga,TANK,43.1,3.1
Competitive,Master,oasis,Mei,DAMAGE,45.8,4.2
Competitive,Master,oasis,Mercy,SUPPORT,53.3,4.4
Competitive,Master,oasis,Mizuki,SUPPORT,48.4,17.1
Competitive,Master,oasis,Moira,SUPPORT,47.6,8.6
Competitive,Master,oasis,Orisa,TANK,53.6,5.7
Competitive,Master,oasis,Pharah,DAMAGE,56.6,4.7
Competitive,Master,oasis,Ramattra,TANK,54.8,2.0
Competitive,Master,oasis,Reaper,DAMAGE,52.6,9.5
Competitive,Master,oasis,Reinhardt,TANK,35.0,4.4
Competitive,Master,oasis,Roadhog,TANK,49.8,9.0
Competitive,Master,oasis,Sigma,TANK,55.2,8.4
Competitive,Master,oasis,Sojourn,DAMAGE,45.9,14.9
Competitive,Master,oasis,Soldier: 76,DAMAGE,53.6,8.2
Competitive,Master,oasis,Sombra,DAMAGE,46.9,5.1
Competitive,Master,oasis,Symmetra,DAMAGE,49.9,3.6
Competitive,Master,oasis,Torbjörn,DAMAGE,47.6,2.8
Competitive,Master,oasis,Tracer,DAMAGE,52.3,34.3
Competitive,Master,oasis,Vendetta,DAMAGE,52.5,3.9
Competitive,Master,oasis,Venture,DAMAGE,49.2,4.0
Competitive,Master,oasis,Widowmaker,DAMAGE,29.1,1.0
Competitive,Master,oasis,Winston,TANK,49.2,21.7
Competitive,Master,oasis,Wrecking Ball,TANK,48.0,5.9
Competitive,Master,oasis,Wuyang,SUPPORT,53.4,23.7
Competitive,Master,oasis,Zarya,TANK,50.3,6.5
Competitive,Master,oasis,Zenyatta,SUPPORT,53.0,7.0
Competitive,Master,samoa,Ana,SUPPORT,49.9,47.0
Competitive,Master,samoa,Anran,DAMAGE,50.2,4.9
Competitive,Master,samoa,Ashe,DAMAGE,45.6,5.5
Competitive,Master,samoa,Baptiste,SUPPORT,42.5,6.7
Competitive,Master,samoa,Bastion,DAMAGE,48.0,2.2
Competitive,Master,samoa,Brigitte,SUPPORT,49.4,6.6
Competitive,Master,samoa,Cassidy,DAMAGE,46.6,35.0
Competitive,Master,samoa,D.Va,TANK,45.6,5.8
Competitive,Master,samoa,Domina,TANK,52.2,7.0
Competitive,Master,samoa,Doomfist,TANK,44.1,10.4
Competitive,Master,samoa,Echo,DAMAGE,53.9,6.0
Competitive,Master,samoa,Emre,DAMAGE,52.5,23.9
Competitive,Master,samoa,Freja,DAMAGE,35.7,2.8
Competitive,Master,samoa,Genji,DAMAGE,47.1,12.2
Competitive,Master,samoa,Hanzo,DAMAGE,45.0,5.1
Competitive,Master,samoa,Hazard,TANK,56.8,4.1
Competitive,Master,samoa,Illari,SUPPORT,52.5,15.0
Competitive,Master,samoa,Jetpack Cat,SUPPORT,44.4,4.6
Competitive,Master,samoa,Junker Queen,TANK,46.7,2.1
Competitive,Master,samoa,Junkrat,DAMAGE,44.9,2.1
Competitive,Master,samoa,Juno,SUPPORT,53.0,2.4
Competitive,Master,samoa,Kiriko,SUPPORT,46.0,42.8
Competitive,Master,samoa,Lifeweaver,SUPPORT,43.5,2.4
Competitive,Master,samoa,Lúcio,SUPPORT,54.3,6.7
Competitive,Master,samoa,Mauga,TANK,42.8,3.3
Competitive,Master,samoa,Mei,DAMAGE,48.7,3.8
Competitive,Master,samoa,Mercy,SUPPORT,50.6,5.3
Competitive,Master,samoa,Mizuki,SUPPORT,54.0,18.4
Competitive,Master,samoa,Moira,SUPPORT,52.6,9.5
Competitive,Master,samoa,Orisa,TANK,45.4,6.1
Competitive,Master,samoa,Pharah,DAMAGE,54.5,4.2
Competitive,Master,samoa,Ramattra,TANK,51.6,3.8
Competitive,Master,samoa,Reaper,DAMAGE,50.7,10.6
Competitive,Master,samoa,Reinhardt,TANK,54.5,5.6
Competitive,Master,samoa,Roadhog,TANK,56.5,8.4
Competitive,Master,samoa,Sigma,TANK,51.7,11.4
Competitive,Master,samoa,Sojourn,DAMAGE,50.9,19.2
Competitive,Master,samoa,Soldier: 76,DAMAGE,52.3,7.1
Competitive,Master,samoa,Sombra,DAMAGE,47.1,4.6
Competitive,Master,samoa,Symmetra,DAMAGE,53.6,4.8
Competitive,Master,samoa,Torbjörn,DAMAGE,47.2,3.7
Competitive,Master,samoa,Tracer,DAMAGE,54.0,34.0
Competitive,Master,samoa,Vendetta,DAMAGE,51.5,3.2
Competitive,Master,samoa,Venture,DAMAGE,55.2,4.3
Competitive,Master,samoa,Widowmaker,DAMAGE,30.5,0.8
Competitive,Master,samoa,Winston,TANK,50.2,17.1
Competitive,Master,samoa,Wrecking Ball,TANK,45.9,6.2
Competitive,Master,samoa,Wuyang,SUPPORT,53.9,25.1
Competitive,Master,samoa,Zarya,TANK,53.1,8.7
Competitive,Master,samoa,Zenyatta,SUPPORT,44.0,7.5
Competitive,Master,busan,Ana,SUPPORT,49.1,47.0
Competitive,Master,busan,Anran,DAMAGE,51.7,4.9
Competitive,Master,busan,Ashe,DAMAGE,50.7,7.1
Competitive,Master,busan,Baptiste,SUPPORT,43.1,5.9
Competitive,Master,busan,Bastion,DAMAGE,40.8,1.8
Competitive,Master,busan,Brigitte,SUPPORT,40.7,7.6
Competitive,Master,busan,Cassidy,DAMAGE,50.6,31.7
Competitive,Master,busan,D.Va,TANK,44.9,7.3
Competitive,Master,busan,Domina,TANK,54.2,6.2
Competitive,Master,busan,Doomfist,TANK,48.4,11.4
Competitive,Master,busan,Echo,DAMAGE,47.1,5.3
Competitive,Master,busan,Emre,DAMAGE,58.2,23.4
Competitive,Master,busan,Freja,DAMAGE,51.7,3.0
Competitive,Master,busan,Genji,DAMAGE,49.3,15.9
Competitive,Master,busan,Hanzo,DAMAGE,48.5,5.1
Competitive,Master,busan,Hazard,TANK,50.6,4.3
Competitive,Master,busan,Illari,SUPPORT,52.3,13.3
Competitive,Master,busan,Jetpack Cat,SUPPORT,54.6,4.8
Competitive,Master,busan,Junker Queen,TANK,47.7,2.7
Competitive,Master,busan,Junkrat,DAMAGE,43.9,2.2
Competitive,Master,busan,Juno,SUPPORT,59.6,2.1
Competitive,Master,busan,Kiriko,SUPPORT,54.4,45.8
Competitive,Master,busan,Lifeweaver,SUPPORT,38.9,2.0
Competitive,Master,busan,Lúcio,SUPPORT,44.2,6.6
Competitive,Master,busan,Mauga,TANK,51.1,2.7
Competitive,Master,busan,Mei,DAMAGE,41.0,3.6
Competitive,Master,busan,Mercy,SUPPORT,47.1,5.0
Competitive,Master,busan,Mizuki,SUPPORT,51.8,17.7
Competitive,Master,busan,Moira,SUPPORT,53.4,10.6
Competitive,Master,busan,Orisa,TANK,33.3,4.7
Competitive,Master,busan,Pharah,DAMAGE,54.5,1.8
Competitive,Master,busan,Ramattra,TANK,44.5,3.2
Competitive,Master,busan,Reaper,DAMAGE,48.4,9.1
Competitive,Master,busan,Reinhardt,TANK,49.8,5.1
Competitive,Master,busan,Roadhog,TANK,57.7,6.2
Competitive,Master,busan,Sigma,TANK,50.0,9.9
Competitive,Master,busan,Sojourn,DAMAGE,45.5,16.5
Competitive,Master,busan,Soldier: 76,DAMAGE,50.7,12.5
Competitive,Master,busan,Sombra,DAMAGE,45.1,5.0
Competitive,Master,busan,Symmetra,DAMAGE,54.6,4.3
Competitive,Master,busan,Torbjörn,DAMAGE,53.4,2.9
Competitive,Master,busan,Tracer,DAMAGE,51.3,32.7
Competitive,Master,busan,Vendetta,DAMAGE,44.4,3.9
Competitive,Master,busan,Venture,DAMAGE,55.2,4.1
Competitive,Master,busan,Widowmaker,DAMAGE,32.9,3.2
Competitive,Master,busan,Winston,TANK,51.3,23.8
Competitive,Master,busan,Wrecking Ball,TANK,52.9,5.7
Competitive,Master,busan,Wuyang,SUPPORT,51.7,24.1
Competitive,Master,busan,Zarya,TANK,56.3,6.7
Competitive,Master,busan,Zenyatta,SUPPORT,42.6,7.3
Competitive,Master,route-66,Ana,SUPPORT,57.0,62.0
Competitive,Master,route-66,Anran,DAMAGE,52.7,3.6
Competitive,Master,route-66,Ashe,DAMAGE,55.5,18.4
Competitive,Master,route-66,Baptiste,SUPPORT,45.1,8.3
Competitive,Master,route-66,Bastion,DAMAGE,37.7,2.6
Competitive,Master,route-66,Brigitte,SUPPORT,47.0,5.9
Competitive,Master,route-66,Cassidy,DAMAGE,39.2,24.9
Competitive,Master,route-66,D.Va,TANK,57.0,7.1
Competitive,Master,route-66,Domina,TANK,47.0,5.6
Competitive,Master,route-66,Doomfist,TANK,36.2,8.9
Competitive,Master,route-66,Echo,DAMAGE,52.5,9.4
Competitive,Master,route-66,Emre,DAMAGE,54.4,27.0
Competitive,Master,route-66,Freja,DAMAGE,48.4,6.7
Competitive,Master,route-66,Genji,DAMAGE,51.5,18.2
Competitive,Master,route-66,Hanzo,DAMAGE,48.6,8.4
Competitive,Master,route-66,Hazard,TANK,65.6,3.4
Competitive,Master,route-66,Illari,SUPPORT,58.9,23.8
Competitive,Master,route-66,Jetpack Cat,SUPPORT,50.9,4.3
Competitive,Master,route-66,Junker Queen,TANK,54.6,1.2
Competitive,Master,route-66,Junkrat,DAMAGE,52.8,2.4
Competitive,Master,route-66,Juno,SUPPORT,42.2,2.3
Competitive,Master,route-66,Kiriko,SUPPORT,46.6,35.1
Competitive,Master,route-66,Lifeweaver,SUPPORT,36.1,3.4
Competitive,Master,route-66,Lúcio,SUPPORT,35.6,2.1
Competitive,Master,route-66,Mauga,TANK,46.4,2.2
Competitive,Master,route-66,Mei,DAMAGE,47.4,4.0
Competitive,Master,route-66,Mercy,SUPPORT,49.7,7.3
Competitive,Master,route-66,Mizuki,SUPPORT,39.9,9.7
Competitive,Master,route-66,Moira,SUPPORT,52.7,4.5
Competitive,Master,route-66,Orisa,TANK,44.1,3.7
Competitive,Master,route-66,Pharah,DAMAGE,54.8,3.0
Competitive,Master,route-66,Ramattra,TANK,47.9,1.2
Competitive,Master,route-66,Reaper,DAMAGE,61.9,7.9
Competitive,Master,route-66,Reinhardt,TANK,24.1,4.5
Competitive,Master,route-66,Roadhog,TANK,56.5,9.0
Competitive,Master,route-66,Sigma,TANK,55.9,14.1
Competitive,Master,route-66,Sojourn,DAMAGE,48.4,14.9
Competitive,Master,route-66,Soldier: 76,DAMAGE,46.0,7.1
Competitive,Master,route-66,Sombra,DAMAGE,45.9,4.6
Competitive,Master,route-66,Symmetra,DAMAGE,58.5,2.0
Competitive,Master,route-66,Torbjörn,DAMAGE,54.8,3.8
Competitive,Master,route-66,Tracer,DAMAGE,48.9,19.2
Competitive,Master,route-66,Vendetta,DAMAGE,44.0,2.6
Competitive,Master,route-66,Venture,DAMAGE,58.5,3.2
Competitive,Master,route-66,Widowmaker,DAMAGE,44.3,6.2
Competitive,Master,route-66,Winston,TANK,52.4,26.6
Competitive,Master,route-66,Wrecking Ball,TANK,48.5,6.5
Competitive,Master,route-66,Wuyang,SUPPORT,52.1,20.9
Competitive,Master,route-66,Zarya,TANK,55.8,5.9
Competitive,Master,route-66,Zenyatta,SUPPORT,49.1,10.4
Competitive,Master,havana,Ana,SUPPORT,59.9,62.2
Competitive,Master,havana,Anran,DAMAGE,27.4,2.0
Competitive,Master,havana,Ashe,DAMAGE,47.5,13.9
Competitive,Master,havana,Baptiste,SUPPORT,46.2,14.8
Competitive,Master,havana,Bastion,DAMAGE,44.5,3.0
Competitive,Master,havana,Brigitte,SUPPORT,46.8,2.5
Competitive,Master,havana,Cassidy,DAMAGE,42.1,12.9
Competitive,Master,havana,D.Va,TANK,64.9,4.1
Competitive,Master,havana,Domina,TANK,54.6,11.5
Competitive,Master,havana,Doomfist,TANK,35.0,9.8
Competitive,Master,havana,Echo,DAMAGE,51.0,3.1
Competitive,Master,havana,Emre,DAMAGE,57.7,25.2
Competitive,Master,havana,Freja,DAMAGE,48.6,7.7
Competitive,Master,havana,Genji,DAMAGE,55.2,16.6
Competitive,Master,havana,Hanzo,DAMAGE,48.1,19.4
Competitive,Master,havana,Hazard,TANK,63.8,1.9
Competitive,Master,havana,Illari,SUPPORT,55.2,26.6
Competitive,Master,havana,Jetpack Cat,SUPPORT,44.9,2.7
Competitive,Master,havana,Junker Queen,TANK,75.4,0.5
Competitive,Master,havana,Junkrat,DAMAGE,37.0,1.6
Competitive,Master,havana,Juno,SUPPORT,51.1,2.7
Competitive,Master,havana,Kiriko,SUPPORT,39.6,24.1
Competitive,Master,havana,Lifeweaver,SUPPORT,23.3,3.5
Competitive,Master,havana,Lúcio,SUPPORT,21.5,1.0
Competitive,Master,havana,Mauga,TANK,47.6,1.4
Competitive,Master,havana,Mei,DAMAGE,56.7,6.3
Competitive,Master,havana,Mercy,SUPPORT,35.8,5.0
Competitive,Master,havana,Mizuki,SUPPORT,54.5,7.0
Competitive,Master,havana,Moira,SUPPORT,34.2,4.0
Competitive,Master,havana,Orisa,TANK,51.2,4.3
Competitive,Master,havana,Pharah,DAMAGE,60.2,1.3
Competitive,Master,havana,Ramattra,TANK,46.7,2.7
Competitive,Master,havana,Reaper,DAMAGE,52.4,4.1
Competitive,Master,havana,Reinhardt,TANK,30.9,6.2
Competitive,Master,havana,Roadhog,TANK,47.2,6.5
Competitive,Master,havana,Sigma,TANK,60.2,31.7
Competitive,Master,havana,Sojourn,DAMAGE,51.5,24.7
Competitive,Master,havana,Soldier: 76,DAMAGE,41.6,6.4
Competitive,Master,havana,Sombra,DAMAGE,48.4,4.0
Competitive,Master,havana,Symmetra,DAMAGE,56.0,2.5
Competitive,Master,havana,Torbjörn,DAMAGE,48.4,3.7
Competitive,Master,havana,Tracer,DAMAGE,45.3,12.5
Competitive,Master,havana,Vendetta,DAMAGE,51.8,2.0
Competitive,Master,havana,Venture,DAMAGE,52.7,3.1
Competitive,Master,havana,Widowmaker,DAMAGE,52.4,24.0
Competitive,Master,havana,Winston,TANK,49.1,12.7
Competitive,Master,havana,Wrecking Ball,TANK,42.8,3.0
Competitive,Master,havana,Wuyang,SUPPORT,54.8,16.9
